1,15.3833,15.6967,0.980039
2,15.3567,16.72,0.918461
3,14.7767,17.57,0.841016
4,14.99,18.0867,0.828788
5,14.0267,19.3733,0.724019
6,15.1533,18.1533,0.834741
7,14.92,18.5967,0.802295
8,15.19,18.5733,0.817839
9,15.1133,18.6833,0.808921
10,15.6433,18.0633,0.866028
11,15.1867,18.46,0.822679
12,15.1,18.4467,0.818576
13,15.17,18.5433,0.818084
14,15.4433,18.5767,0.831329
15,15.3867,18.6733,0.823992
16,15.0333,18.9833,0.791923
17,15.0167,19.1667,0.783478
18,15.3533,19.02,0.807221
19,15.1233,19.31,0.783187
20,15.1133,19.4233,0.778101
21,15.16,19.3767,0.782385
22,15.3367,19.2567,0.796434
23,15.4433,19.4167,0.795364
24,15.3567,19.71,0.779131
25,15.0767,19.8167,0.760809
26,15.5533,19.5067,0.797335
27,15.3567,19.7067,0.779263
28,15.52,19.6967,0.787951
29,15.2267,19.9833,0.761968
30,15.3533,19.7633,0.77686
31,15.3067,20.0733,0.762538
32,15.1267,20.3067,0.744912
